segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
434,0,1,CADC0892,1,417,335,0.3779423738038391,0.1884614365803227,0.4341214537204107,-0.9579614860595083,0.7110138386807286,2,2,2,1,2,0.008988250444825834,0.018048939573698883,583,335,0.0004519458910799105,0.0005625714524785752
435,0,1,CADC0892,1,247,248,0.6898212530217233,0.4314277207189517,0.6568315771329448,-1.7242115962858087,0.16410577830554485,1,1,1,1,1,0.008736203975638254,0.017337317771802332,247,248,0.0017466709340848248,0.0017396279061248053
436,0,0,CADC0892,1,110,111,0.5431865249114827,0.38312516445733663,0.6189710530043684,-1.6766672505766544,0.39615504627257947,1,1,1,1,1,0.007304882185224626,0.014467611907049767,110,111,0.003482956040521242,0.003451578058174204
437,0,1,CADC0892,1,291,292,0.9963940479346535,0.23607272652082853,0.48587315888082205,-1.0766399358500502,-0.49336009859756635,1,1,1,84,93,0.0002636823218683156,0.00035235882307162284,291,292,0.0008112464828894451,0.0008084682415096867
438,0,0,CADC0892,1,187,188,0.5775695906489048,0.2958247107731602,0.5438977024893193,-1.2461694519639839,0.5198147874303625,1,2,2,1,2,0.009602621340270127,0.019448143337055405,187,188,0.0015819503249901615,0.001573535695601916
439,0,1,CADC0892,1,22,27,0.7558452947604226,0.1861943417191964,0.4315024237697819,-1.1629223888371831,-0.1268189243135888,0,1,1,2,4,0.0039800894527288935,0.005236452147561423,22,27,0.008463379169054382,0.0068960867303406075
440,0,0,CADC0892,1,154,161,0.3367234312957068,0.20643754546528442,0.4543539869587197,1.464325780217587,1.5358939177576814,1,2,2,1,2,0.01630612877695379,0.0331079738289816,154,161,0.0013405035419823664,0.0012822207792874808
441,0,0,CADC0892,1,230,231,0.7976259218778602,0.21969250687549982,0.46871367259287394,-1.262291336066863,0.01618629457653303,0,1,1,30,27,0.00028642847266651224,0.000696126114040931,230,231,0.0009551848125021732,0.0009510498133138521
442,0,1,CADC0892,1,42,36,0.5217469066343798,0.3060236639836718,0.5531940563524448,-1.1207619006212632,0.6047198310586904,2,2,1,1,2,0.09563231782791408,0.18927178500946598,56,36,0.0072862777138969475,0.008500657332879772
443,0,1,CADC0892,1,352,353,0.9972885780820311,0.23622414023090907,0.48602894999259977,-1.0746664356876423,-0.49216303770187725,1,1,1,103,120,0.0002177372588023989,0.00035482650182331243,352,353,0.0006710913074741735,0.0006691901989544166
444,0,1,CADC0892,1,234,242,0.4430471085066501,0.2257190728553264,0.47509901373853264,-1.155091370505305,0.5836339979660814,2,2,2,1,3,0.013819027882221778,0.02767429807589619,234,242,0.0009646114224586598,0.0009327234415509356
445,0,1,CADC0892,1,286,287,0.7848377263456277,0.20680810776679126,0.4547615944281039,-1.1950609986406395,0.0004000689549423973,0,1,1,84,88,0.00013037149612389734,0.00039815329254650747,286,287,0.0007231052719118575,0.0007205857413477047
446,0,0,CADC0892,1,161,142,0.7737643590635054,0.224243284623227,0.4735433291930391,-1.1271182611488222,-0.0929124180573755,0,1,1,23,19,0.00035215903451141423,0.0007693339262646153,205,142,0.0013928154324424039,0.0015791780607269507
447,0,0,CADC0892,1,341,342,0.57440602794352,0.34729626625997273,0.5893184760890946,-1.6031610670917358,0.3821712651604977,1,2,2,1,2,0.002982599402671466,0.006015221331237751,341,342,0.001018464123929539,0.001015486158654891
448,0,1,CADC0892,1,145,146,0.9935737704328246,0.23939709705236784,0.48928222638102015,-1.073264467261262,-0.49501969494040404,1,1,1,41,50,0.0007444472652199585,0.0005010757149207141,145,146,0.001651014462430123,0.0016397061441943003
449,0,0,CADC0892,1,273,289,0.4277637221642051,0.1506211917174071,0.38809946111455385,-1.13312008880607,0.40138900446672626,1,1,1,1,1,0.01320696198135136,0.018029199003739133,273,289,0.0005517259769868392,0.0005211805941778792
450,1,1,CADC0892,1,122,127,-0.34520330323555537,1.3233898609365373,1.1503868309992675,-1.2914133439987026,0.6836556431371255,0,1,1,0,1,0.021172613513301734,0.043027194706228906,122,127,0.010847457876528995,0.010420392605799507
451,0,1,CADC0892,1,201,202,0.5624214130608998,0.37358565065143295,0.6112165333590323,-1.471925525421532,0.4730187525979956,2,2,1,1,4,0.014391761386325386,0.02876806003376662,201,202,0.0018586350778678257,0.0018494339141160048
452,0,1,CADC0892,1,213,214,0.7859544028743293,0.20757545915415163,0.4556044986105291,-1.1952220427172586,-0.0014775947176133232,0,1,1,66,71,0.00012125178548485782,0.000343028297435151,213,214,0.0009745326720852189,0.0009699787810941665
453,0,1,CADC0892,1,151,159,0.42937610056913283,0.3450323202767598,0.5873945184258701,-0.9327554017770772,0.9461111603694347,1,2,2,1,2,0.009295099468935523,0.018841489348771362,151,159,0.0022849822534884755,0.002170014592935596
454,0,1,CADC0892,1,152,153,0.6170316562906797,0.33818708264154945,0.5815385478552126,-1.645724103405954,0.22688151518408742,1,2,2,1,2,0.005554537305303006,0.011304841515708543,152,153,0.0022249150173786147,0.002210373089160454
455,0,1,CADC0892,1,160,161,0.7848480357409051,0.20809756971764848,0.45617712537746613,-1.1957214421017657,0.0011093552750031882,0,1,1,51,55,0.00012006356493104893,0.00036134806841083683,160,161,0.001300609810735303,0.0012925314889294937
456,0,1,CADC0892,1,243,244,0.5572217578321206,5.774470770038543e-05,0.007598993861057227,-0.1479369969170623,-0.09342457223478405,64,1,1,82,83,0.00011303309404677579,0.0003393108946341734,243,244,2.3763254197689477e-07,2.3665863811633374e-07
457,0,1,CADC0892,1,220,207,0.5859426693576609,0.3224422775328001,0.5678400105071851,-1.482440587465457,0.41954506226116295,1,2,2,1,2,0.006338917777158296,0.012856942704138811,248,207,0.0014656467160581823,0.0015576921619942033
458,0,1,CADC0892,1,267,268,0.7855660961630551,0.2073933826745315,0.45540463620228055,-1.1997583065264235,0.003745746349066481,0,1,1,86,93,0.00011960207730990803,0.00034570560439467783,267,268,0.0007767542422267098,0.0007738559055019832
459,0,1,CADC0892,1,200,201,0.9954193131842187,0.23726554266708522,0.48709910969646125,-1.073249973329513,-0.493892997095452,1,1,1,54,68,0.0004231542622524039,0.00035688925102721154,200,201,0.0011863277133354261,0.0011804255854083842
460,0,1,CADC0892,1,227,228,0.7839197725087983,0.2083243254459922,0.45642559683478773,-1.2017016744814675,-0.004331965335355087,0,1,1,74,76,0.00013192552962668078,0.00041411027583998077,227,228,0.000917728305929481,0.0009137031817806675
461,0,1,CADC0892,1,194,195,0.7853943794778557,0.20792773254988978,0.4559909347233668,-1.1976287323989427,0.009845503524786359,0,1,1,65,64,0.0001341267547681362,0.00040275287936482036,194,195,0.001071792435824174,0.001066296064358409
462,1,1,CADC0892,1,224,203,1.2097817653776624,2.027553908022595,1.4239220161310082,-1.3816329646814385,-0.24667705062053358,1,1,1,48,69,0.001784324825584288,0.0005035719294876483,730,203,0.009051579946529442,0.009987950285825591
463,0,1,CADC0892,1,232,233,0.7847643266855951,0.20693661498286461,0.45490286323880685,-1.1984855913748182,-0.0007150221763200538,0,1,1,72,77,0.00013689646511723028,0.0004001687624171962,232,233,0.0008919681680295889,0.0008881399784672301
464,0,1,CADC0892,1,191,192,0.30878853006926793,0.20773277852775016,0.4557771149671187,1.8976172947236467,1.7100805982647083,1,2,2,1,2,0.01288384346171326,0.026093803173450753,191,192,0.001087606170302357,0.001081941554832032
465,0,1,CADC0892,1,292,293,0.7850587187171424,0.20683317603884638,0.4547891555862413,-1.2005287574202435,-7.588839963778276e-05,0,1,1,93,98,0.00011773775581524405,0.0003573826068231473,292,293,0.0007083327946535835,0.0007059152765830934
466,0,0,CADC0892,1,336,314,0.09557742291930135,0.007769684391896524,0.08814581324088243,-1.9597059343554044,-0.15381888529694268,8,2,2,7,36,0.00025942155030109096,0.0005755013037248969,382,314,2.3124060690168224e-05,2.4744217808587656e-05
467,0,1,CADC0892,1,198,170,0.7866184268165445,0.20784013544871782,0.4558948732424152,-1.1977577960354038,0.01020185663123323,0,1,1,53,55,0.00014846836511319693,0.0004572122288848916,256,170,0.0010496976537814032,0.0012225890320512814
468,0,0,CADC0894,1,378,379,0.5313060563631735,0.23671500441470572,0.48653366215988153,-1.3497163833180483,0.43883055895230083,1,2,2,1,2,0.0035140236406951777,0.007172555886713302,378,379,0.0006262301704092744,0.0006245778480599096
469,1,0,CADC0894,1,435,436,0.7521730927402157,0.8153835291989929,0.9029858964563029,1.9183422893523776,0.8739719830848408,61,17,9,71,78,1.248703395003899,3.7509288831608343,435,436,0.0018744448947103287,0.001870145709172002
470,0,1,CADC0894,1,307,308,0.5442871925873031,0.262894025606012,0.5127319237242909,-1.6085448968598914,0.27921683350627535,1,2,2,1,2,0.0026094821199243107,0.00536242418520367,307,308,0.0008563323309642084,0.0008535520311883507
471,1,0,CADC0894,1,434,435,1.4461427087559318,1.160470471489666,1.077251350191619,-1.8529461591488465,-0.08919681253435016,0,1,1,1,1,0.004679812222015122,0.009366726287260853,434,435,0.002673895095598309,0.0026677482103210715
472,0,0,CADC0894,5,100,21,0.7010939248851183,0.17843596260092962,0.4224168114563264,-1.2026956173711791,-0.0038995713157466633,0,1,1,5,4,3.416391643076841e-05,7.045100123731535e-05,500,105,0.0017843596260092962,0.008496950600044267
473,0,1,CADC0894,1,543,544,0.6999973754290418,0.16371739533244598,0.4046200629386116,-1.2004981699782973,-0.0007471827671002488,0,1,1,169,183,9.75584169954093e-05,0.00028947292478183795,543,544,0.00030150533210395207,0.0003009510943611139
474,0,1,CADC0894,1,19,21,0.8472049626397246,0.2156439477933642,0.4643747923750429,-1.119138141957808,-0.47318933874136193,1,1,1,0,6,0.02421004982444312,0.0005527304810541946,19,21,0.011349681462808642,0.01026875941873163
475,0,0,CADC0894,1,547,548,0.37299003701919137,0.0515129348205186,0.2269646113836221,-0.928712340556157,-1.0332244670005635,0,2,2,1,3,0.0010375689941615283,0.0021705585121304287,547,548,9.417355543056417e-05,9.400170587685876e-05
476,0,0,CADC0894,1,575,576,0.7006447750073679,0.16430107350110226,0.40534068818846974,-1.197227598984489,0.0014422368324563792,0,1,1,173,181,0.00010223171777556485,0.0003061649123543061,575,576,0.00028574099739322133,0.000285244919272747
477,0,1,CADC0894,1,321,333,0.8885960663508412,0.1876718074427168,0.4332110426140091,-1.0693280684838264,-0.4960198285753404,1,1,1,96,105,0.00018579730553861722,0.00028847362210821984,321,333,0.0005846473752109558,0.0005635790013294799
478,0,1,CADC0894,1,576,551,0.3965455993120554,0.18680007242371963,0.43220373948372964,-0.9667996961467118,0.6630690843051197,2,2,2,1,2,0.004688820032980064,0.009423614805701334,646,551,0.00032430568129117993,0.00033902009514286683
479,0,0,CADC0894,1,48,49,0.5540626542660958,0.17826773743347266,0.42221764225748865,-1.6970414531672553,-0.5500167564873232,0,2,2,1,2,0.03191317669888414,0.06496728292246454,48,49,0.0037139111965306805,0.0036381170904790337
480,0,1,CADC0894,1,585,586,0.8897019921087517,0.1869890854598078,0.4324223461614904,-1.0695510257928513,-0.4967894702402593,1,1,1,174,200,0.00012861875534742861,0.000302378557887414,585,586,0.0003196394623244578,0.0003190940024911396
481,0,1,CADC0894,1,20,21,0.027760343943949984,3.466684455915494e-05,0.005887855684300944,0.30011451191306104,0.6243485971258625,4,1,1,5,5,6.93910846274153e-05,0.00023522021316069262,20,21,1.733342227957747e-06,1.6508021218645211e-06
482,0,1,CADC0894,1,20,21,0.19986321064275706,0.21386678663110534,0.46245733493059155,2.1676486463221574,2.028856655254316,1,0,0,1,1,0.07700687168939893,0.1638445010580055,20,21,0.010693339331555267,0.010184132696719302
483,0,0,CADC0894,1,20,21,0.8465991260210677,0.21505984192433555,0.46374544949178265,-1.1221308792941183,-0.46618324816003026,1,1,1,0,6,0.0240617729310516,0.0004600036291598198,20,21,0.010752992096216777,0.010240944853539788
484,0,1,CADC0894,1,24,21,0.477546244266157,4.2601466502241493e-05,0.0065269798913618155,0.8866283967121538,-0.4160931464058673,5,1,1,7,7,7.077297025055888e-05,0.00017931247096152948,32,21,1.7750611042600623e-06,2.0286412620114996e-06
485,0,0,CADC0894,1,164,165,0.8871645894710932,0.1901189760879476,0.4360263479285943,-1.0751347284964132,-0.4896634902767523,1,1,1,46,51,0.00044521770745788907,0.00025180808887782677,164,165,0.0011592620493167537,0.0011522362187148338
486,0,1,CADC0894,1,558,511,0.409355845580566,0.24176876285721838,0.49169987071100435,-0.750076334716367,0.9275665532645422,1,2,2,1,2,0.002919122518009036,0.0058936245642854605,654,511,0.00043327735279071394,0.0004731286944368266
487,0,1,CADC0894,1,497,412,0.5741234751169371,0.27429457711047683,0.5237313978658114,-1.6563678366668217,0.020484891468589082,0,1,1,1,1,0.0008989218926117545,0.0018346791497051691,699,412,0.0005519005575663517,0.0006657635366759146
488,0,0,CADC0894,5,1305,262,1.0405158854990089,4.638913197940342e-05,0.0068109567594724476,-0.02030970662234699,0.10818895658321234,70,1,1,80,88,9.375075299185798e-05,0.0002822921704842764,6525,1310,3.554722757042408e-08,1.7705775564657792e-07
489,1,1,CADC0894,1,304,309,0.6134724562937897,0.2473800153512119,0.49737311482549185,-1.513504917995216,-0.08444109485968784,0,1,1,1,1,0.0008323278228136718,0.0016858398232771747,304,309,0.0008137500504974076,0.0008005825739521421
490,0,0,CADC0894,1,20,21,1.3064916139966325,6.452564564170213e-05,0.008032785671341053,0.3809946187886588,-0.7512346863727144,5,1,1,4,4,0.00012085505854461965,0.0003081365342723692,20,21,3.2262822820851063e-06,3.072649792462006e-06
491,0,1,CADC0894,1,304,254,0.6997310495534254,0.16382945518289904,0.40475851465151297,-1.1977379582452623,-0.003360967303346863,0,1,1,78,79,9.328852722334409e-05,0.00029127088157386067,406,254,0.0005389126815226942,0.0006449978550507837
492,0,0,CADC0894,1,419,420,0.7001621624743577,0.1641872345118883,0.4052002400195344,-1.2001098026612886,0.0013461843880559793,0,1,1,136,145,9.765445307290475e-05,0.00028523777979873446,419,420,0.00039185497496870713,0.00039092198693306735
493,0,1,CADC0894,1,533,566,0.5767328035475351,0.26215688311510077,0.5120125810125185,-1.3852711328772156,0.3021547332117857,2,2,2,1,2,0.004951771511896883,0.009949575224338997,533,566,0.0004918515630677313,0.00046317470515035473
494,1,1,CADC0894,1,436,469,0.9088426862817416,0.008599844061266088,0.09273534418583936,338.18221983553536,17.706884051793043,1,1,1,1,2,0.008726255725602252,0.01877902152459313,436,469,1.9724412984555248e-05,1.833655450163345e-05
495,1,0,CADC0894,1,100,80,0.33114269456922346,0.2454694018197699,0.4954486873731425,5.918766460511524,2.0655715408721598,3,1,1,2,2,0.10257050402748714,0.1850513501189289,142,80,0.002454694018197699,0.0030683675227471236
496,0,1,CADC0894,1,322,323,0.70005077854756,0.16488058887869225,0.4060549086991712,-1.2043838759534182,0.0009519149439862907,0,1,1,100,109,0.0001028011487666152,0.00032467476810316284,322,323,0.0005120515182568083,0.0005104662194386757
497,0,1,CADC0894,1,20,21,0.7045182500974217,0.18161828009419995,0.4261669626967815,-1.2087743931039128,0.0012828130834728576,0,1,1,6,6,8.128698234561142e-05,0.00022914712029148155,20,21,0.009080914004709997,0.008648489528295236
498,0,1,CADC0894,1,124,125,0.8838599440211268,0.19086881592132462,0.43688535787014493,-1.0751233013326689,-0.49219648188800386,1,1,1,33,41,0.000717157964538813,0.00028128832686425374,124,125,0.0015392646445268115,0.001526950527370597
499,0,1,CADC0894,1,291,292,0.7001587461917408,0.16499207555953727,0.40619216580276046,-1.2021544364413905,-0.005978282511205816,0,1,1,93,97,0.00010348077598586105,0.00031834377620910053,291,292,0.000566983077524183,0.0005650413546559495
500,1,1,CADC0894,1,295,330,0.7005841060260155,0.16477630576356234,0.40592647827354444,-1.2003582342192614,-0.003422769610580859,0,1,1,99,102,9.230278675030875e-05,0.00027260023510480895,295,330,0.0005585637483510587,0.0004993221386774616
